"id","term","slug","url","status","categories","synonyms","keywords","author","updated_at","image","image_alt","related_terms","internal_links","source_file"
"fledermausaermel","Fledermausärmel","fledermausaermel","https://eskyna.com/glossar/fledermausaermel/","published","Schnitt, Proportion & Passform","","fledermausärmel; was bedeutet fledermausärmel; fledermausärmel stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/fledermausaermel.png","Editoriale Glossar-Grafik zu Fledermausärmel mit ruhigen Farbfeldern und feiner Linienführung","Passform (https://eskyna.com/glossar/passform/); Silhouette (https://eskyna.com/glossar/silhouette/); Proportion (https://eskyna.com/glossar/proportion/); Saumlänge (https://eskyna.com/glossar/saumlange/); Taillierung (https://eskyna.com/glossar/taillierung/)","https://eskyna.com/glossar/kategorie/schnitt-proportion-passform/; https://eskyna.com/glossar/passform/; https://eskyna.com/glossar/proportion/; https://eskyna.com/glossar/saumlange/; https://eskyna.com/glossar/silhouette/; https://eskyna.com/glossar/taillierung/; https://eskyna.com/stilfrage/","content/de/glossar/fledermausaermel.md"
"flieder","Flieder","flieder","https://eskyna.com/glossar/flieder/","published","Farb-Lexikon","","flieder kleidung; flieder kombinieren; helles lila; farbberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/flieder.png","Editoriale Grafik zu Flieder mit Farbfeldern, Materialflächen und ruhigen Kombinationsakzenten","Lila (https://eskyna.com/glossar/lila/); Violett (https://eskyna.com/glossar/violett/); Rosa (https://eskyna.com/glossar/rosa/); Grau (https://eskyna.com/glossar/grau/); Helligkeit (https://eskyna.com/glossar/helligkeit/)","https://eskyna.com/glossar/kategorie/farb-lexikon/; https://eskyna.com/stilgefuehl/","content/de/glossar/flieder.md"
"fokuspunkt","Fokuspunkt","fokuspunkt","https://eskyna.com/glossar/fokuspunkt/","published","Stil & Wirkung","","fokuspunkt; was bedeutet fokuspunkt; fokuspunkt stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/fokuspunkt.png","Editoriale Glossar-Grafik zu Fokuspunkt mit ruhigen Farbfeldern und feiner Linienführung","Signature Look (https://eskyna.com/glossar/signature-look/); Wirkung (https://eskyna.com/glossar/wirkung/); Stilberatung (https://eskyna.com/glossar/stilberatung/); Personal Style (https://eskyna.com/glossar/personal-style/); Garderobenlogik (https://eskyna.com/glossar/garderobenlogik/)","https://eskyna.com/glossar/garderobenlogik/; https://eskyna.com/glossar/kategorie/stil-wirkung/; https://eskyna.com/glossar/personal-style/; https://eskyna.com/glossar/signature-look/; https://eskyna.com/glossar/stilberatung/; https://eskyna.com/glossar/wirkung/; https://eskyna.com/praesenz/","content/de/glossar/fokuspunkt.md"
"fotoshooting-outfit","Fotoshooting-Outfit","fotoshooting-outfit","https://eskyna.com/glossar/fotoshooting-outfit/","published","Garderobe & Alltag","","fotoshooting-outfit; outfit business shooting; markenfotos kleidung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/fotoshooting-outfit.png","Glossar-Illustration zu Fotoshooting-Outfit","Kamera-Look (https://eskyna.com/glossar/kamera-look/); LinkedIn-Outfit (https://eskyna.com/glossar/linkedin-outfit/); Personal Branding (https://eskyna.com/glossar/personal-branding/); Sichtbarkeitslook (https://eskyna.com/glossar/sichtbarkeitslook/); Image-Strategie (https://eskyna.com/glossar/image-strategie/)","https://eskyna.com/glossar/image-strategie/; https://eskyna.com/glossar/kamera-look/; https://eskyna.com/glossar/kategorie/garderobe-alltag/; https://eskyna.com/glossar/linkedin-outfit/; https://eskyna.com/glossar/personal-branding/; https://eskyna.com/glossar/sichtbarkeitslook/; https://eskyna.com/stilgarderobe/","content/de/glossar/fotoshooting-outfit.md"
"franzoesische-naht","Französische Naht","franzoesische-naht","https://eskyna.com/glossar/franzoesische-naht/","published","Schnitt, Proportion & Passform","","franzoesische naht; was ist französische naht; französische naht","Natalia Kleemann","2026-07-18","https://eskyna.com/images/glossar/franzoesische-naht.png","Glossar-Illustration zu Französische Naht","","","content/de/glossar/franzoesische-naht.md"
"french-tuck","French Tuck","french-tuck","https://eskyna.com/glossar/french-tuck/","published","Stil & Wirkung","","french tuck; was ist french tuck; french tuck","Natalia Kleemann","2026-07-18","https://eskyna.com/images/glossar/french-tuck.png","Glossar-Illustration zu French Tuck","","","content/de/glossar/french-tuck.md"
"fruehlingstyp","Frühlingstyp","fruehlingstyp","https://eskyna.com/glossar/fruehlingstyp/","published","Farbberatung & Farbe","","frühlingstyp; light spring; clear spring; warm spring; frühling farbtyp","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/fruehlingstyp.png","Glossar-Illustration zu Frühlingstyp","Farbtyp (https://eskyna.com/glossar/farbtyp/); Unterton (https://eskyna.com/glossar/unterton/); Farbtemperatur (https://eskyna.com/glossar/farbtemperatur/); Klare Farben (https://eskyna.com/glossar/klare-farben/); Farbpass (https://eskyna.com/glossar/farbpass/)","https://eskyna.com/glossar/farbpass/; https://eskyna.com/glossar/farbtemperatur/; https://eskyna.com/glossar/farbtyp/; https://eskyna.com/glossar/kategorie/farbberatung-farbe/; https://eskyna.com/glossar/klare-farben/; https://eskyna.com/glossar/unterton/; https://eskyna.com/stilgefuehl/","content/de/glossar/fruehlingstyp.md"
"fuchsia","Fuchsia","fuchsia","https://eskyna.com/glossar/fuchsia/","published","Farb-Lexikon","","fuchsia kleidung; fuchsia kombinieren; pink violett; farbberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/fuchsia.png","Editoriale Grafik zu Fuchsia mit Farbfeldern, Materialflächen und ruhigen Kombinationsakzenten","Pink (https://eskyna.com/glossar/pink/); Rosa (https://eskyna.com/glossar/rosa/); Violett (https://eskyna.com/glossar/violett/); Akzentfarbe (https://eskyna.com/glossar/akzentfarbe/); Kontrast (https://eskyna.com/glossar/kontrast/)","https://eskyna.com/glossar/akzentfarbe/; https://eskyna.com/glossar/kategorie/farb-lexikon/; https://eskyna.com/stilgefuehl/","content/de/glossar/fuchsia.md"
"fusselrasierer","Fusselrasierer","fusselrasierer","https://eskyna.com/glossar/fusselrasierer/","published","Materialien & Details","","fusselrasierer; was bedeutet fusselrasierer; fusselrasierer stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/fusselrasierer.png","Editoriale Glossar-Grafik zu Fusselrasierer mit ruhigen Farbfeldern und feiner Linienführung","Materialfall (https://eskyna.com/glossar/materialfall/); Struktur (https://eskyna.com/glossar/struktur/); Glanzgrad (https://eskyna.com/glossar/glanzgrad/); Accessoire (https://eskyna.com/glossar/accessoire/); Qualität (https://eskyna.com/glossar/qualitaet/)","https://eskyna.com/glossar/accessoire/; https://eskyna.com/glossar/glanzgrad/; https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/glossar/materialfall/; https://eskyna.com/glossar/qualitaet/; https://eskyna.com/glossar/struktur/; https://eskyna.com/stilfrage/","content/de/glossar/fusselrasierer.md"
"futter","Futter","futter","https://eskyna.com/glossar/futter/","published","Materialien & Details","","futter; was bedeutet futter; futter stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/futter.png","Editoriale Glossar-Grafik zu Futter mit ruhigen Farbfeldern und feiner Linienführung","Materialfall (https://eskyna.com/glossar/materialfall/); Struktur (https://eskyna.com/glossar/struktur/); Glanzgrad (https://eskyna.com/glossar/glanzgrad/); Accessoire (https://eskyna.com/glossar/accessoire/); Qualität (https://eskyna.com/glossar/qualitaet/)","https://eskyna.com/glossar/accessoire/; https://eskyna.com/glossar/glanzgrad/; https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/glossar/materialfall/; https://eskyna.com/glossar/qualitaet/; https://eskyna.com/glossar/struktur/; https://eskyna.com/stilfrage/","content/de/glossar/futter.md"
"gabardine","Gabardine","gabardine","https://eskyna.com/glossar/gabardine/","published","Materialien & Details","","gabardine; was ist gabardine; gabardine","Natalia Kleemann","2026-07-18","https://eskyna.com/images/glossar/gabardine.png","Glossar-Illustration zu Gabardine","","","content/de/glossar/gabardine.md"
"garden-party-attire","Garden Party Attire","garden-party-attire","https://eskyna.com/glossar/garden-party-attire/","published","Garderobe & Alltag","","garden party attire; gartenparty dresscode; sommerlich elegant","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/garden-party-attire.png","Glossar-Illustration zu Garden Party Attire","Festliche Kleidung (https://eskyna.com/glossar/festliche-kleidung/); Beach Formal (https://eskyna.com/glossar/beach-formal/); Resort Casual (https://eskyna.com/glossar/resort-casual/); Dresscode (https://eskyna.com/glossar/dresscode/); Sandale (https://eskyna.com/glossar/sandale/)","https://eskyna.com/glossar/beach-formal/; https://eskyna.com/glossar/dresscode/; https://eskyna.com/glossar/festliche-kleidung/; https://eskyna.com/glossar/kategorie/garderobe-alltag/; https://eskyna.com/glossar/resort-casual/; https://eskyna.com/glossar/sandale/; https://eskyna.com/stilgarderobe/","content/de/glossar/garden-party-attire.md"
"garderobe","Garderobe","garderobe","https://eskyna.com/glossar/garderobe/","published","Stil & Wirkung","","garderobe; was bedeutet garderobe; garderobe stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/garderobe.png","Editoriale Glossar-Grafik zu Garderobe mit ruhigen Farbfeldern und feiner Linienführung","Signature Look (https://eskyna.com/glossar/signature-look/); Garderobenlogik (https://eskyna.com/glossar/garderobenlogik/); Passform (https://eskyna.com/glossar/passform/); Silhouette (https://eskyna.com/glossar/silhouette/); Outfit-Formel (https://eskyna.com/glossar/outfit-formel/)","https://eskyna.com/glossar/garderobenlogik/; https://eskyna.com/glossar/kategorie/stil-wirkung/; https://eskyna.com/glossar/outfit-formel/; https://eskyna.com/glossar/passform/; https://eskyna.com/glossar/signature-look/; https://eskyna.com/glossar/silhouette/; https://eskyna.com/praesenz/; https://eskyna.com/stilgarderobe/","content/de/glossar/garderobe.md"
"garderobenlogik","Garderobenlogik","garderobenlogik","https://eskyna.com/glossar/garderobenlogik/","published","Garderobe & Alltag","","garderobenlogik; kleiderschrank system; capsule wardrobe; fehlkäufe","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/garderobenlogik.png","Grafik mit Garderoben-Matrix, Farbfeldern und verbundenen Outfit-Elementen","Capsule Wardrobe (https://eskyna.com/glossar/capsule-wardrobe/); Basic (https://eskyna.com/glossar/basic/); Fehlkauf (https://eskyna.com/glossar/fehlkauf/); Outfit-Formel (https://eskyna.com/glossar/outfit-formel/); Key-Piece (https://eskyna.com/glossar/key-piece/); Farbpalette (https://eskyna.com/glossar/farbpalette/); Akzentfarbe (https://eskyna.com/glossar/akzentfarbe/)","https://eskyna.com/angebote/; https://eskyna.com/glossar/basic/; https://eskyna.com/glossar/capsule-wardrobe/; https://eskyna.com/glossar/farbpalette/; https://eskyna.com/glossar/fehlkauf/; https://eskyna.com/glossar/key-piece/; https://eskyna.com/glossar/outfit-formel/","content/de/glossar/garderobenlogik.md"
"garderobenplanung","Garderobenplanung","garderobenplanung","https://eskyna.com/glossar/garderobenplanung/","published","Stil & Wirkung","","garderobenplanung; was bedeutet garderobenplanung; garderobenplanung stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/garderobenplanung.png","Editoriale Glossar-Grafik zu Garderobenplanung mit ruhigen Farbfeldern und feiner Linienführung","Signature Look (https://eskyna.com/glossar/signature-look/); Wirkung (https://eskyna.com/glossar/wirkung/); Stilberatung (https://eskyna.com/glossar/stilberatung/); Personal Style (https://eskyna.com/glossar/personal-style/); Garderobenlogik (https://eskyna.com/glossar/garderobenlogik/)","https://eskyna.com/glossar/garderobenlogik/; https://eskyna.com/glossar/kategorie/stil-wirkung/; https://eskyna.com/glossar/personal-style/; https://eskyna.com/glossar/signature-look/; https://eskyna.com/glossar/stilberatung/; https://eskyna.com/glossar/wirkung/; https://eskyna.com/praesenz/; https://eskyna.com/stilgarderobe/","content/de/glossar/garderobenplanung.md"
"garderobenstrategie","Garderobenstrategie","garderobenstrategie","https://eskyna.com/glossar/garderobenstrategie/","published","Stil & Wirkung","","garderobenstrategie; was bedeutet garderobenstrategie; garderobenstrategie stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/garderobenstrategie.png","Editoriale Glossar-Grafik zu Garderobenstrategie mit ruhigen Farbfeldern und feiner Linienführung","Signature Look (https://eskyna.com/glossar/signature-look/); Wirkung (https://eskyna.com/glossar/wirkung/); Stilberatung (https://eskyna.com/glossar/stilberatung/); Personal Style (https://eskyna.com/glossar/personal-style/); Garderobenlogik (https://eskyna.com/glossar/garderobenlogik/)","https://eskyna.com/glossar/garderobenlogik/; https://eskyna.com/glossar/kategorie/stil-wirkung/; https://eskyna.com/glossar/personal-style/; https://eskyna.com/glossar/signature-look/; https://eskyna.com/glossar/stilberatung/; https://eskyna.com/glossar/wirkung/; https://eskyna.com/praesenz/; https://eskyna.com/stilgarderobe/","content/de/glossar/garderobenstrategie.md"
"gedaempfte-farben","Gedämpfte Farben","gedaempfte-farben","https://eskyna.com/glossar/gedaempfte-farben/","published","Farbberatung & Farbe","","gedämpfte farben; soft colors; ruhige farben","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/gedaempfte-farben.png","Glossar-Illustration zu Gedämpfte Farben","Klare Farben (https://eskyna.com/glossar/klare-farben/); Farbtypologie (https://eskyna.com/glossar/farbtypologie/); Sommertyp (https://eskyna.com/glossar/sommertyp/); Herbsttyp (https://eskyna.com/glossar/herbsttyp/); Sättigung (https://eskyna.com/glossar/saettigung/)","https://eskyna.com/glossar/farbtypologie/; https://eskyna.com/glossar/herbsttyp/; https://eskyna.com/glossar/kategorie/farbberatung-farbe/; https://eskyna.com/glossar/klare-farben/; https://eskyna.com/glossar/saettigung/; https://eskyna.com/glossar/sommertyp/; https://eskyna.com/stilgefuehl/","content/de/glossar/gedaempfte-farben.md"
"gelb","Gelb","gelb","https://eskyna.com/glossar/gelb/","published","Farb-Lexikon","","gelb kleidung; gelb kombinieren; gelbe bluse; farbberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/gelb.png","Editoriale Grafik zu Gelb mit Farbfeldern, Materialflächen und ruhigen Kombinationsakzenten","Senfgelb (https://eskyna.com/glossar/senfgelb/); Orange (https://eskyna.com/glossar/orange/); Akzentfarbe (https://eskyna.com/glossar/akzentfarbe/); Farbtemperatur (https://eskyna.com/glossar/farbtemperatur/); Sättigung (https://eskyna.com/glossar/saettigung/)","https://eskyna.com/glossar/kategorie/farb-lexikon/; https://eskyna.com/stilgefuehl/","content/de/glossar/gelb.md"
"genderneutrale-mode","Genderneutrale Mode","genderneutrale-mode","https://eskyna.com/glossar/genderneutrale-mode/","published","Stil & Wirkung","","genderneutrale mode; was ist genderneutrale mode; genderneutrale mode","Natalia Kleemann","2026-07-18","https://eskyna.com/images/glossar/genderneutrale-mode.png","Glossar-Illustration zu Genderneutrale Mode","","","content/de/glossar/genderneutrale-mode.md"
"gesichtsrahmung","Gesichtsrahmung","gesichtsrahmung","https://eskyna.com/glossar/gesichtsrahmung/","published","Materialien & Details","","gesichtsrahmung; was bedeutet gesichtsrahmung; farben nahe am gesicht","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/gesichtsrahmung.png","Editoriale Grafik zu Gesichtsrahmung mit abstrahierten Formen, ruhigen Farbfeldern und hochwertiger Anmutung","Farbtyp (https://eskyna.com/glossar/farbtyp/); Brille (https://eskyna.com/glossar/brille/); Sonnenbrille (https://eskyna.com/glossar/sonnenbrille/); Schal (https://eskyna.com/glossar/schal/); Halstuch (https://eskyna.com/glossar/halstuch/)","https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/stilfrage/","content/de/glossar/gesichtsrahmung.md"
"gimme-gummy","Gimme Gummy","gimme-gummy","https://eskyna.com/glossar/gimme-gummy/","published","Accessoires","","gimme gummy trend; jelly accessoires; taktiles styling","Natalia Kleemann","2026-07-17","https://eskyna.com/images/glossar/gimme-gummy.png","Glossar-Illustration zu Gimme Gummy","Jelly Bag (https://eskyna.com/glossar/jelly-bag/); Jelly Sandals (https://eskyna.com/glossar/jelly-sandals/); Statement Schmuck (https://eskyna.com/glossar/statement-schmuck/); Accessoire (https://eskyna.com/glossar/accessoire/); Sommergarderobe (https://eskyna.com/glossar/sommergarderobe/)","https://eskyna.com/glossar/accessoire/; https://eskyna.com/glossar/denim/; https://eskyna.com/glossar/jelly-bag/; https://eskyna.com/glossar/jelly-sandals/; https://eskyna.com/glossar/sommergarderobe/; https://eskyna.com/glossar/statement-schmuck/","content/de/glossar/gimme-gummy.md"
"glamoratti","Glamoratti","glamoratti","https://eskyna.com/glossar/glamoratti/","published","Stil & Wirkung","","glamoratti; opulenter stil; 80s luxury","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/glamoratti.png","Glossar-Illustration zu Glamoratti","80s Luxury (https://eskyna.com/glossar/80s-luxury/); Statement-Schmuck (https://eskyna.com/glossar/statement-schmuck/); Gold (https://eskyna.com/glossar/gold/); Elegant (https://eskyna.com/glossar/elegant/); Signature Look (https://eskyna.com/glossar/signature-look/)","https://eskyna.com/glossar/80s-luxury/; https://eskyna.com/glossar/elegant/; https://eskyna.com/glossar/gold/; https://eskyna.com/glossar/kategorie/stil-wirkung/; https://eskyna.com/glossar/signature-look/; https://eskyna.com/glossar/statement-schmuck/; https://eskyna.com/praesenz/","content/de/glossar/glamoratti.md"
"glanzgrad","Glanzgrad","glanzgrad","https://eskyna.com/glossar/glanzgrad/","published","Materialien & Details","","glanzgrad; glänzende stoffe; matte stoffe; materialwirkung kleidung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/glanzgrad.png","Editoriale Grafik mit matten und glänzenden Stoffflächen, Lichtreflex und feiner Materialkante","Seide (https://eskyna.com/glossar/seide/); Viskose (https://eskyna.com/glossar/viskose/); Struktur (https://eskyna.com/glossar/struktur/); Materialfall (https://eskyna.com/glossar/materialfall/); Statement-Piece (https://eskyna.com/glossar/statement-piece/); Metallic (https://eskyna.com/glossar/metallic/); Gold (https://eskyna.com/glossar/gold/); Silber (https://eskyna.com/glossar/silber/); Slip Dress (https://eskyna.com/glossar/slip-dress/); Camisole (https://eskyna.com/glossar/camisole/)","https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/stilfrage/","content/de/glossar/glanzgrad.md"
"glencheck","Glencheck","glencheck","https://eskyna.com/glossar/glencheck/","published","Materialien & Details","","glencheck; was bedeutet glencheck; glencheck stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/glencheck.png","Editoriale Glossar-Grafik zu Glencheck mit ruhigen Farbfeldern und feiner Linienführung","Materialfall (https://eskyna.com/glossar/materialfall/); Struktur (https://eskyna.com/glossar/struktur/); Glanzgrad (https://eskyna.com/glossar/glanzgrad/); Accessoire (https://eskyna.com/glossar/accessoire/)","https://eskyna.com/glossar/accessoire/; https://eskyna.com/glossar/glanzgrad/; https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/glossar/materialfall/; https://eskyna.com/glossar/struktur/; https://eskyna.com/stilfrage/","content/de/glossar/glencheck.md"
"glove-pump","Glove Pump","glove-pump","https://eskyna.com/glossar/glove-pump/","published","Schuhe","","glove pump; weicher pumps; handschuhartiger pumps","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/glove-pump.png","Glossar-Illustration zu Glove Pump","Pumps (https://eskyna.com/glossar/pumps/); Ballerina (https://eskyna.com/glossar/ballerina/); Kitten Heel (https://eskyna.com/glossar/kitten-heel/); Slingback (https://eskyna.com/glossar/slingback/); Schuhspitze (https://eskyna.com/glossar/schuhspitze/)","https://eskyna.com/glossar/ballerina/; https://eskyna.com/glossar/kategorie/schuhe/; https://eskyna.com/glossar/kitten-heel/; https://eskyna.com/glossar/pumps/; https://eskyna.com/glossar/schuhspitze/; https://eskyna.com/glossar/slingback/; https://eskyna.com/stilfrage/","content/de/glossar/glove-pump.md"
"godet","Godet","godet","https://eskyna.com/glossar/godet/","published","Schnitt, Proportion & Passform","","godet; was ist godet; godet","Natalia Kleemann","2026-07-18","https://eskyna.com/images/glossar/godet.png","Glossar-Illustration zu Godet","","","content/de/glossar/godet.md"
"gold","Gold","gold","https://eskyna.com/glossar/gold/","published","Farb-Lexikon","","gold kleidung; gold kombinieren; goldschmuck farbberatung; metallic","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/gold.png","Editoriale Grafik zu Gold mit Farbfeldern, Materialflächen und ruhigen Kombinationsakzenten","Feinschmuck (https://eskyna.com/glossar/feinschmuck/); Creolen (https://eskyna.com/glossar/creolen/); Metallic (https://eskyna.com/glossar/metallic/); Silber (https://eskyna.com/glossar/silber/); Roségold (https://eskyna.com/glossar/rosegold/); Camel (https://eskyna.com/glossar/camel/); Braun (https://eskyna.com/glossar/braun/)","https://eskyna.com/glossar/kategorie/farb-lexikon/; https://eskyna.com/stilgefuehl/","content/de/glossar/gold.md"
"gorpcore","Gorpcore","gorpcore","https://eskyna.com/glossar/gorpcore/","published","Stil & Wirkung","","gorpcore; gorpcore style; outdoor im alltag","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/gorpcore.png","Glossar-Illustration zu Gorpcore","Utility Jacket (https://eskyna.com/glossar/utility-jacket/); Casual (https://eskyna.com/glossar/casual/); Adventure Streetwear (https://eskyna.com/glossar/adventure-streetwear/); Sneaker (https://eskyna.com/glossar/sneaker/); Materialprofil (https://eskyna.com/glossar/materialprofil/)","https://eskyna.com/glossar/adventure-streetwear/; https://eskyna.com/glossar/casual/; https://eskyna.com/glossar/kategorie/stil-wirkung/; https://eskyna.com/glossar/materialprofil/; https://eskyna.com/glossar/sneaker/; https://eskyna.com/glossar/utility-jacket/; https://eskyna.com/praesenz/","content/de/glossar/gorpcore.md"
"grau","Grau","grau","https://eskyna.com/glossar/grau/","published","Farb-Lexikon","","grau kleidung; grau kombinieren; anthrazit; grau farbberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/grau.png","Editoriale Grafik mit Grau-Nuancen, ruhigen Farbfeldern und feiner Stoffstruktur","Schwarz (https://eskyna.com/glossar/schwarz/); Weiß (https://eskyna.com/glossar/weiss/); Navy (https://eskyna.com/glossar/navy/); Neutrale Farben (https://eskyna.com/glossar/neutrale-farben/); Kontrast (https://eskyna.com/glossar/kontrast/); Anthrazit (https://eskyna.com/glossar/anthrazit/); Silber (https://eskyna.com/glossar/silber/)","https://eskyna.com/glossar/kategorie/farb-lexikon/; https://eskyna.com/stilgefuehl/","content/de/glossar/grau.md"
"greenwashing","Greenwashing","greenwashing","https://eskyna.com/glossar/greenwashing/","published","Garderobe & Alltag","","greenwashing; was ist greenwashing; greenwashing","Natalia Kleemann","2026-07-18","https://eskyna.com/images/glossar/greenwashing.png","Glossar-Illustration zu Greenwashing","","","content/de/glossar/greenwashing.md"
"greige","Greige","greige","https://eskyna.com/glossar/greige/","published","Farb-Lexikon","","greige bedeutung; greige farbe; greige kombinieren","Natalia Kleemann","2026-07-18","https://eskyna.com/images/glossar/greige.png","Glossar-Illustration zu Greige","Taupe (https://eskyna.com/glossar/taupe/); Beige (https://eskyna.com/glossar/beige/); Grau (https://eskyna.com/glossar/grau/); Ton-in-Ton (https://eskyna.com/glossar/ton-in-ton/)","https://eskyna.com/glossar/statement-schmuck/; https://eskyna.com/glossar/ton-in-ton/","content/de/glossar/greige.md"
"griff","Griff","griff","https://eskyna.com/glossar/griff/","published","Materialien & Details","","griff; was bedeutet griff; griff stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/griff.png","Editoriale Glossar-Grafik zu Griff mit ruhigen Farbfeldern und feiner Linienführung","Materialfall (https://eskyna.com/glossar/materialfall/); Struktur (https://eskyna.com/glossar/struktur/); Glanzgrad (https://eskyna.com/glossar/glanzgrad/); Accessoire (https://eskyna.com/glossar/accessoire/)","https://eskyna.com/glossar/accessoire/; https://eskyna.com/glossar/glanzgrad/; https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/glossar/materialfall/; https://eskyna.com/glossar/struktur/; https://eskyna.com/stilfrage/","content/de/glossar/griff.md"
"grobstrick","Grobstrick","grobstrick","https://eskyna.com/glossar/grobstrick/","published","Materialien & Details","","grobstrick; was bedeutet grobstrick; grobstrick stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/grobstrick.png","Editoriale Glossar-Grafik zu Grobstrick mit ruhigen Farbfeldern und feiner Linienführung","Materialfall (https://eskyna.com/glossar/materialfall/); Struktur (https://eskyna.com/glossar/struktur/); Glanzgrad (https://eskyna.com/glossar/glanzgrad/); Accessoire (https://eskyna.com/glossar/accessoire/)","https://eskyna.com/glossar/accessoire/; https://eskyna.com/glossar/glanzgrad/; https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/glossar/materialfall/; https://eskyna.com/glossar/struktur/; https://eskyna.com/stilfrage/","content/de/glossar/grobstrick.md"
"gruen","Grün","gruen","https://eskyna.com/glossar/gruen/","published","Farb-Lexikon","","grün kleidung; grün kombinieren; oliv salbei smaragd; stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/gruen.png","Editoriale Grafik mit Grün-Nuancen, Naturtönen und eleganten Kombinationsflächen","Blau (https://eskyna.com/glossar/blau/); Beige (https://eskyna.com/glossar/beige/); Braun (https://eskyna.com/glossar/braun/); Unterton (https://eskyna.com/glossar/unterton/); Farbtyp (https://eskyna.com/glossar/farbtyp/); Salbeigrün (https://eskyna.com/glossar/salbeigruen/); Oliv (https://eskyna.com/glossar/oliv/); Khaki (https://eskyna.com/glossar/khaki/)","https://eskyna.com/glossar/kategorie/farb-lexikon/; https://eskyna.com/glossar/unterton/; https://eskyna.com/stilgefuehl/","content/de/glossar/gruen.md"
"guertel","Gürtel","guertel","https://eskyna.com/glossar/guertel/","published","Materialien & Details","","gürtel; was ist ein gürtel; gürtel kombinieren; gürtel outfit","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/guertel.png","Editoriale Grafik zu Gürtel mit abstrahierten Formen, ruhigen Farbfeldern und hochwertiger Anmutung","Accessoire (https://eskyna.com/glossar/accessoire/); Taillengürtel (https://eskyna.com/glossar/taillenguertel/); Taillierung (https://eskyna.com/glossar/taillierung/); Proportion (https://eskyna.com/glossar/proportion/); Outfit-Formel (https://eskyna.com/glossar/outfit-formel/)","https://eskyna.com/glossar/kategorie/materialien-details/; https://eskyna.com/stilfrage/","content/de/glossar/guertel.md"
"h-linie","H-Linie","h-linie","https://eskyna.com/glossar/h-linie/","published","Schnitt, Proportion & Passform","","h-linie; was bedeutet h-linie; h-linie stilberatung","Natalia Kleemann","2026-07-09","https://eskyna.com/images/glossar/h-linie.png","Editoriale Glossar-Grafik zu H-Linie mit ruhigen Farbfeldern und feiner Linienführung","Passform (https://eskyna.com/glossar/passform/); Silhouette (https://eskyna.com/glossar/silhouette/); Proportion (https://eskyna.com/glossar/proportion/); Saumlänge (https://eskyna.com/glossar/saumlange/); Taillierung (https://eskyna.com/glossar/taillierung/)","https://eskyna.com/glossar/kategorie/schnitt-proportion-passform/; https://eskyna.com/glossar/passform/; https://eskyna.com/glossar/proportion/; https://eskyna.com/glossar/saumlange/; https://eskyna.com/glossar/silhouette/; https://eskyna.com/glossar/taillierung/; https://eskyna.com/stilfrage/","content/de/glossar/h-linie.md"
